household_email,appliance_number,eer
beanes@y-corporation.com,1,3.4
bfeichtner@goodsilron.com,1,5.4
bfelger@silis.com,1,3.2
bfelger@year-job.com,3,6.3
bgochal@scotfind.com,9,3.8
bgreenbush@cancity.com,2,2
bhalter@rangreen.com,2,1.8
briopelle@donquadtech.com,6,9.8
bsteffensmeier@y-corporation.com,1,0.6
btreston@ron-tech.com,1,6.5
bwitten@green-plus.com,4,3.7
cbevelacqua@codehow.com,2,3.5
cbirkner@hottechi.com,1,2.5
ccallaro@stanredtax.com,2,9
cchui@ganjaflex.com,1,5
ccolaizzo@warephase.com,4,9
cdallen@scotfind.com,2,4.4
cdallen@singletechno.com,5,2.4
cdenooyer@bioholding.com,1,3.8
ceroman@plusstrip.com,1,4.6
cgehrett@betasoloin.com,1,0.8
cgehrett@isdom.com,1,4.4
cgochal@sonron.com,3,3.3
ckiel@betatech.com,1,4.7
ckiel@toughzap.com,1,2.4
cklusman@opentech.com,3,6.2
ckoppinger@hottechi.com,2,1.6
ckoppinger@hottechi.com,5,4.9
clietz@nam-zim.com,3,4.4
clinahan@openlane.com,2,3.6
cmalet@rundofase.com,2,9.8
cmatuszak@xx-holding.com,3,2.9
cmorasca@gogozoom.com,2,2.6
cmulqueen@iselectrics.com,1,1.5
cohms@toughzap.com,4,10.4
cpontoriero@groovestreet.com,3,2.8
csahagun@scotfind.com,1,5.4
cschieler@blackzim.com,3,1.5
cshields@lexiqvolax.com,1,2.3
cshinko@dontechi.com,3,7.8
csimilton@donware.com,1,6.8
csweigard@xx-holding.com,4,2.2
cturinetti@donquadtech.com,2,6.5
cvarriano@donquadtech.com,1,16.5
dabdallah@bioplex.com,5,12.2
dbiddy@streethex.com,1,1.9
dcolla@ron-tech.com,2,4.2
dcomnick@finhigh.com,1,19
dcryer@inity.com,2,1.2
ddiscipio@j-texon.com,3,4.1
dfigeroa@plexzap.com,1,6.8
dgillaspie@lexiqvolax.com,2,2.6
dhaufler@bioplex.com,1,13.2
dhoa@groovestreet.com,1,1.7
diturbide@isdom.com,1,0.8
djuvera@xx-zobam.com,2,2.1
dkannady@yearin.com,3,2.5
dkines@gogozoom.com,3,4.1
dlapage@bioplex.com,1,13.3
dmeinerding@toughzap.com,2,5
dpagliuca@stanredtax.com,7,1.7
drhym@groovestreet.com,2,7
drim@green-plus.com,2,2.9
drochin@j-texon.com,1,3.6
dturinetti@conecom.com,9,3
dturinetti@conecom.com,10,2.7
dupthegrove@year-job.com,2,1.6
eagramonte@openlane.com,5,6
eblunk@cancity.com,2,3.9
ebuemi@statholdings.com,1,2.1
edemesa@labdrill.com,3,2.7
ehoffis@groovestreet.com,1,3.9
ekarpin@domzoom.com,3,7.2
ekeneipp@sunnamplex.com,2,8.3
ekonopacki@plusstrip.com,3,13.5
elorens@hatfan.com,1,6.7
emodzelewski@donquadtech.com,6,2.2
epoquette@codehow.com,1,0.6
erulapaugh@groovestreet.com,2,14.1
erulapaugh@silis.com,6,3.9
eschoeneck@warephase.com,3,4.9
esuffield@groovestreet.com,1,9.4
eupthegrove@zumgoity.com,4,2.5
eyaw@treequote.com,3,2.6
ezagen@doncon.com,5,2.7
fbubash@nam-zim.com,2,13.1
fcaudy@newex.com,3,11.9
fhaufler@donquadtech.com,6,11.2
fmconnell@treequote.com,6,1.8
fneither@statholdings.com,3,2.2
fonofrio@inity.com,7,1.5
fperruzza@codehow.com,6,2.9
gbennick@ganjaflex.com,1,4.1
gcanlas@ganjaflex.com,1,2.1
gcoyier@groovestreet.com,2,5.8
gduenas@iselectrics.com,1,3.4
gkarpel@goodsilron.com,5,3.2
glapage@konex.com,4,10.2
glueckenbach@faxquote.com,1,5.6
gmeinerding@fasehatice.com,1,2.8
gmiceli@yearin.com,1,2.9
gmodzelewski@xx-holding.com,1,13.5
gschieler@finhigh.com,3,1.6
gtheodorov@funholding.com,2,2
gtomasulo@year-job.com,3,2.6
gwaycott@sumace.com,5,9.3
gwesterbeck@iselectrics.com,3,3.5
hcork@betatech.com,2,4.6
hdelasancha@finjob.com,3,1.9
hdubaldi@green-plus.com,1,7.7
hhagele@konex.com,1,1.7
hhanafan@scotfind.com,2,13.5
hmcrae@newex.com,1,3.4
hmyricks@domzoom.com,3,2.8
hnayar@finhigh.com,1,2.6
htegarden@finjob.com,2,8.1
htreston@ganjaflex.com,1,2.7
hwaymire@toughzap.com,1,3.2
imanno@finhigh.com,1,0.8
iscipione@j-texon.com,4,1.4
jankeny@betasoloin.com,2,1.8
jarias@labdrill.com,9,5.9
jbachman@codehow.com,3,4.4
jblunk@kinnamplus.com,2,1.7
jbookamer@donquadtech.com,3,7.8
jborgman@statholdings.com,3,2.6
jcartan@opentech.com,1,4.6
jchavous@xx-zobam.com,3,2.3
jchesterfield@konmatfix.com,2,2.4
jcronauer@blackzim.com,1,0.9
jdenooyer@hottechi.com,2,3.4
jfrankel@silis.com,1,1.4
jfredicks@bioholding.com,3,4.2
jfredicks@hatfan.com,3,1.6
jfrey@ganjaflex.com,1,3.1
jjillson@ontomedia.com,1,3.7
jjillson@ontomedia.com,6,8.1
jjillson@ontomedia.com,9,6.2
jkalafatis@sunnamplex.com,1,1.5
jmunns@treequote.com,3,3.4
jrim@bioholding.com,2,0.9
jrodefer@green-plus.com,1,2.8
jsahagun@statholdings.com,1,0.3
jsaylors@ontomedia.com,2,3.5
jsweely@labdrill.com,1,3.6
kbevelacqua@xx-zobam.com,1,3.4
kbookamer@golddex.com,1,4
kbutzen@newex.com,6,3
kfrey@zathunicon.com,3,2.8
khanafan@bioplex.com,3,2.5
klacovara@sumace.com,3,1.9
klawler@zotware.com,5,2.7
klawler@zotware.com,6,1.1
klietz@plusstrip.com,1,2.1
kmiro@rangreen.com,2,3
kmonterrubio@golddex.com,4,4.2
kmonterrubio@golddex.com,6,1.8
knabours@warephase.com,1,11.5
kpaskin@labdrill.com,3,2.1
ktjepkema@labdrill.com,3,6.7
kvizarro@fasehatice.com,1,1.6
kzurcher@kan-code.com,4,2.4
lamyot@sumace.com,2,1.8
larias@plexzap.com,1,8.1
lbarfield@nam-zim.com,2,4.3
lbrossart@isdom.com,5,3.3
lcoody@warephase.com,3,1.7
lfigeroa@mathtouch.com,6,5.2
lfunnell@opentech.com,3,3.3
lharoldson@nam-zim.com,1,5.7
lheimann@sunnamplex.com,4,5.1
ljuvera@faxquote.com,2,7.6
lkarpin@silis.com,2,0.8
lkarpin@silis.com,4,1.6
lkeener@iselectrics.com,4,13.8
llacovara@ron-tech.com,3,1.5
lmalet@golddex.com,2,3.9
lmalet@golddex.com,3,3.1
lmastella@fasehatice.com,2,4
lnabours@rundofase.com,1,2.7
lpalaspas@funholding.com,4,6.3
lplumer@zotware.com,1,2.6
lroyster@sunnamplex.com,7,3
lruta@sumace.com,1,3.8
lskursky@ganjaflex.com,6,0.8
lslayton@rundofase.com,1,0.8
lstimmel@konex.com,2,1.8
lsweely@rangreen.com,3,5.2
ltomblin@plusstrip.com,2,1.7
lvenere@rangreen.com,3,1.8
lvinning@hatfan.com,3,2.7
lvizarro@hatfan.com,3,4.7
lweglarz@dalttechnology.com,3,2.7
lyum@lexiqvolax.com,1,1.7
mamyot@fasehatice.com,9,2.9
mbenimadho@finhigh.com,1,2.3
mbiddy@rundofase.com,2,3.1
mbilden@donware.com,4,8.9
mbourbon@betatech.com,3,1.2
mcandlish@nam-zim.com,1,1.9
mcanlas@zotware.com,3,5.2
mdubaldi@j-texon.com,2,10.7
memigh@blackzim.com,1,6.5
mfritz@labdrill.com,1,4.5
mgobern@plussunin.com,1,3.7
mgobern@plussunin.com,3,2.8
mhoneywell@sumace.com,4,7.5
mklonowski@finjob.com,2,1.5
mlary@singletechno.com,4,1.4
mmanno@nam-zim.com,3,2
mmodzelewski@plussunin.com,1,3.9
mostrosky@betatech.com,4,2.8
mpapasergi@mathtouch.com,1,2.1
mperruzza@year-job.com,3,1.8
mruta@kinnamplus.com,2,1.2
mslusarski@donquadtech.com,8,4
mtimenez@plusstrip.com,1,3.9
mtollner@green-plus.com,2,2.7
mventura@rantouch.com,1,2.2
mvocelka@condax.com,1,4.3
mwhobrey@doncon.com,1,3.1
mworlds@doncon.com,2,2.8
naredondo@konmatfix.com,2,1.9
nbenimadho@plussunin.com,3,3
ngoldammer@mathtouch.com,2,4.1
nmontezuma@iselectrics.com,3,3.3
nnestle@zoomit.com,1,1.7
nparvis@donquadtech.com,3,6.2
nweight@stanredtax.com,4,3.4
nwolfgramm@betasoloin.com,2,2.6
nwolfgramm@betasoloin.com,3,1
oplumer@sumace.com,3,1.8
pbookamer@donware.com,2,8.8
pferrario@blackzim.com,2,2
pgellinger@plexzap.com,2,13.9
psergi@silis.com,3,9.4
qkiel@streethex.com,7,3.1
qneither@domzoom.com,5,3.1
qneither@domzoom.com,6,2.4
racey@yearin.com,5,15.5
rberray@dontechi.com,2,2.9
rbrucato@toughzap.com,3,3.8
rcallaro@groovestreet.com,4,2.3
rcantres@silis.com,4,3.3
rcantres@silis.com,9,5.5
rcartan@opentech.com,2,1.2
rdickerson@groovestreet.com,6,2.6
rennaco@bioholding.com,4,4.4
rgellinger@stanredtax.com,1,5.6
rgibes@finhigh.com,2,2.7
rhalter@konmatfix.com,3,1.8
rharoldson@plexzap.com,3,2.5
rpelkowski@golddex.com,3,2.2
rperin@scottech.com,4,4.9
rriopelle@silis.com,1,3
rshadrick@ron-tech.com,1,3.7
rstenseth@j-texon.com,1,1.5
rvonasek@groovestreet.com,1,3.5
rworlds@singletechno.com,5,8.2
rworlds@zoomit.com,6,2.7
sberganza@donquadtech.com,2,2.1
sdemesa@dalttechnology.com,2,2.8
sfelger@plusstrip.com,1,2.2
sgehrett@dontechi.com,6,1.6
sgillian@silis.com,3,4.9
shalter@groovestreet.com,3,2.3
shalter@groovestreet.com,5,3.2
shamilton@conecom.com,1,1.5
sinouye@golddex.com,1,3.4
smotley@newex.com,4,1.7
sogg@donware.com,7,2.5
spoquette@funholding.com,10,7.2
sreitler@openlane.com,1,11.7
sskursky@gogozoom.com,4,2.8
sturinetti@sumace.com,8,1.8
swolfgramm@opentech.com,1,8.7
tberganza@bioplex.com,9,11.4
tbrucato@singletechno.com,1,3
tbuvens@green-plus.com,2,4.8
tcantres@opentech.com,1,2.3
tengelberg@y-corporation.com,1,8.4
tennaco@dalttechnology.com,3,5.2
tfoller@zencorporation.com,4,2.5
tgellinger@blackzim.com,5,1.9
tmcrae@isdom.com,1,2.3
tmunis@faxquote.com,4,3.5
troyster@stanredtax.com,2,1.6
tskulski@golddex.com,1,1.1
tsyrop@ganjaflex.com,3,2.4
ttomasulo@j-texon.com,2,0.8
twaymire@plusstrip.com,1,12.4
vbiddy@warephase.com,2,3.6
vhoogland@scottech.com,3,12.1
vinouye@zencorporation.com,3,2.3
vpontoriero@inity.com,2,4.2
vrodefer@plexzap.com,1,2.5
vstockham@y-corporation.com,1,2.6
whoopengardner@donquadtech.com,1,1.8
ykardas@groovestreet.com,2,4.9
ylipkin@rantouch.com,1,4.1
ymeisel@statholdings.com,7,19.9
ymotley@domzoom.com,5,2.5
yshadrick@sumace.com,1,1.9
yyum@yearin.com,2,1.5
zrodeigues@scottech.com,3,0.5
aasar@fasehatice.com,5,1.4
aauffrey@kinnamplus.com,1,1.3
acoody@finjob.com,4,3
adaufeldt@singletechno.com,3,1.9
adegonia@bioholding.com,3,2.7
aeanes@fasehatice.com,1,2.2
afritz@funholding.com,1,1.5
agillian@ron-tech.com,1,1.4
aglick@treequote.com,4,4.7
aklonowski@donquadtech.com,3,2.2
arantanen@singletechno.com,1,0.6
arodefer@sumace.com,6,4.4
asilvestrini@sunnamplex.com,1,2.1
askulski@blackzim.com,3,2
astenseth@plusstrip.com,6,1.4
astoltzman@zotware.com,2,12.8
atheodorov@fasehatice.com,3,1.8
avanheusen@finjob.com,7,2.2
azane@zencorporation.com,2,4
bberganza@streethex.com,1,3.1
bcolla@golddex.com,3,4
bdubaldi@newex.com,9,11.9
bfrankel@sunnamplex.com,5,2.8
bhiatt@ganjaflex.com,4,0.7
bleinenbach@dontechi.com,1,2.7
bmcnease@cancity.com,6,14.3
bnestle@xx-holding.com,1,2.1
btomasulo@green-plus.com,1,3.8
bweirather@ganjaflex.com,1,4.9
bwenzinger@ontomedia.com,4,2.3
cacuff@codehow.com,3,2.3
ccetta@rundofase.com,6,10.7
cglick@scotfind.com,1,3.7
chixenbaugh@dalttechnology.com,2,3.2
choneywell@opentech.com,1,2.6
clayous@singletechno.com,3,3.1
cpapasergi@golddex.com,6,3.6
cweglarz@konex.com,1,3.1
dbuvens@rangreen.com,1,2.2
ddarakjy@cancity.com,6,10.7
dharnos@rantouch.com,7,2.3
dpagliuca@stanredtax.com,11,1.6
ecoody@treequote.com,3,1.5
ecoody@treequote.com,5,5.8
ehoopengardner@newex.com,1,1.4
esaras@y-corporation.com,3,2.2
esemidey@dontechi.com,1,3.9
fdinos@yearin.com,1,6.9
fennaco@mathtouch.com,1,1.2
fgrenet@konmatfix.com,4,4.1
fhughey@green-plus.com,3,11.9
gamyot@finjob.com,1,2.7
gcaiafa@j-texon.com,2,1.6
gcaudy@doncon.com,3,2
geschberger@donware.com,1,4.1
gmcnease@betasoloin.com,1,3.4
gvanheusen@faxquote.com,1,2.3
hnachor@green-plus.com,2,2
hzepp@ganjaflex.com,2,7.1
jfarrow@condax.com,1,6.2
jharoldson@statholdings.com,1,0.6
jhidvegi@labdrill.com,5,3.4
jisaacs@plussunin.com,3,2.5
jmunns@treequote.com,1,1.5
jregusters@openlane.com,2,1.6
jrhym@bioplex.com,3,4.7
jstockham@gogozoom.com,1,2.9
juyetake@xx-holding.com,1,2.2
jwildfong@zotware.com,3,3
kberlanga@finjob.com,1,2.6
kdaufeldt@groovestreet.com,3,2.7
klimmel@ontomedia.com,1,3.4
kstem@plussunin.com,1,10.1
ldevreese@doncon.com,3,2.3
lemard@stanredtax.com,1,14.3
leschberger@scottech.com,4,1.8
llabreche@donware.com,2,0.8
llace@xx-zobam.com,2,2.1
lmaillard@betatech.com,2,3.3
lmerced@zumgoity.com,3,10.4
lpapasergi@goodsilron.com,3,2.8
lsilvestrini@nam-zim.com,4,4.6
mbenimadho@green-plus.com,2,24.3
mbirkner@stanredtax.com,1,2.1
mdenooyer@yearin.com,1,2.7
mhirpara@cancity.com,2,1.5
mkownacki@isdom.com,3,3.8
mschemmer@streethex.com,1,6
mshields@hatfan.com,1,8.6
nbookamer@rangreen.com,2,2.1
nheintzman@mathtouch.com,4,2.8
nmaillard@singletechno.com,1,4.6
omenter@dambase.com,1,1.5
owaymire@ganjaflex.com,1,1.4
pdallen@green-plus.com,6,0.9
phamilton@domzoom.com,1,1.5
qpapasergi@stanredtax.com,1,4.9
rbirkner@plusstrip.com,1,2.8
rinouye@rundofase.com,4,2.8
rjulia@streethex.com,1,12.6
rmenter@inity.com,1,3.6
rvonasek@newex.com,8,1.7
sblunk@ganjaflex.com,2,2.5
slouissant@lexiqvolax.com,2,2.7
sluczki@cancity.com,2,1.6
smastella@condax.com,6,1.9
smauson@opentech.com,1,2.4
smaynerich@newex.com,2,2.1
snicolozakes@plussunin.com,3,4.2
sperin@silis.com,1,1
tcorrington@y-corporation.com,6,3.2
tperruzza@ron-tech.com,9,10
vdinos@treequote.com,4,2.6
vleto@nam-zim.com,1,2.1
vyaw@cancity.com,1,2.6
wschieler@kinnamplus.com,1,1.1
aasar@fasehatice.com,6,1.3
abarfield@finjob.com,6,8.9
abennick@labdrill.com,3,9.3
abrideau@streethex.com,2,1.8
acalvaresi@ontomedia.com,3,2.2
acork@doncon.com,1,6.5
adallen@finjob.com,2,7.4
adallen@finjob.com,6,1.7
adinos@rundofase.com,1,4.7
afarrar@kan-code.com,4,12.7
afarrow@streethex.com,1,1.9
afelger@doncon.com,2,1.8
agillaspie@finhigh.com,3,1.9
agleich@finjob.com,2,2.7
agochal@blackzim.com,2,0.6
aharabedian@inity.com,1,8.8
aketelsen@ontomedia.com,1,1.7
aketelsen@ontomedia.com,2,1.4
akines@labdrill.com,3,2.7
aliukko@hatfan.com,2,3.6
alungren@opentech.com,6,5.5
amcdoniel@faxquote.com,3,2.5
amonarrez@toughzap.com,3,8.8
amonterrubio@domzoom.com,1,0.3
aostolaza@iselectrics.com,1,2.2
apoquette@goodsilron.com,2,4.5
areiber@scottech.com,4,1.6
arodefer@sumace.com,5,5.7
asaylors@golddex.com,2,5.3
aseewald@doncon.com,3,6.4
astenseth@plusstrip.com,4,2.9
astimmel@bioholding.com,3,5
atreston@condax.com,3,4
atromblay@xx-holding.com,1,2.6
aweight@cancity.com,4,4.9
bbruschke@cancity.com,2,1.4
bcentini@hottechi.com,6,2.3
bcoyier@labdrill.com,1,2.2
bcoyier@labdrill.com,3,1.5
bdubaldi@newex.com,7,2
bharabedian@donquadtech.com,1,3.8
bharabedian@donquadtech.com,4,4.8
bjuhas@hottechi.com,3,1.4
bkampa@betatech.com,1,14.3
bkeener@donware.com,3,1.8
bkeener@j-texon.com,3,6.8
blinahan@mathtouch.com,3,2.3
blueckenbach@treequote.com,3,1.5
bmaclead@streethex.com,6,19.6
bsarbacher@newex.com,1,3.6
bsergi@dontechi.com,2,2.3
bsuell@inity.com,2,4.5
cacuff@codehow.com,2,2.1
cbuvens@sumace.com,3,3.4
ccrupi@golddex.com,4,1.7
ccryer@betasoloin.com,1,2.5
cdegroot@newex.com,1,5.7
cdelasancha@betasoloin.com,1,2.3
ceschberger@zumgoity.com,1,8.8
cfarrow@cancity.com,3,2.7
cgarufi@finjob.com,3,2.6
cgellinger@treequote.com,2,2.9
choneywell@ganjaflex.com,1,1.6
ckorando@newex.com,1,4.3
ckownacki@doncon.com,3,1.8
clinahan@openlane.com,3,3.9
cohms@scotfind.com,2,2
cohms@toughzap.com,2,5.1
cregusters@finhigh.com,3,4.1
cstaback@gogozoom.com,2,6.2
cstockham@ontomedia.com,2,1.4
cstockham@ontomedia.com,3,2.5
cstoltzman@konex.com,3,1.9
cstorment@inity.com,1,4.9
csuffield@codehow.com,1,6.6
cyaw@condax.com,3,2
dabdallah@bioplex.com,2,2.2
dbennick@zotware.com,6,2.2
dbilden@kinnamplus.com,2,1.7
dbrossart@finjob.com,1,7.3
dcanlas@konex.com,1,2.8
dchesterfield@isdom.com,1,3.8
dcomnick@finhigh.com,5,8.9
dcomnick@rundofase.com,1,2.8
dcomnick@rundofase.com,2,2.4
dcrupi@ontomedia.com,2,8.2
ddevreese@fasehatice.com,1,10.6
ddinos@toughzap.com,1,9.8
ddiscipio@j-texon.com,7,1.9
dfallick@toughzap.com,3,6.1
dfelger@y-corporation.com,5,5.9
dgesick@rundofase.com,1,23.7
dheimann@konmatfix.com,2,6.4
disenhower@opentech.com,3,0.8
dlizama@funholding.com,2,3.6
dluczki@ganjaflex.com,1,2.4
dmiceli@treequote.com,1,13.8
dmyricks@hatfan.com,1,2.7
dpagliuca@stanredtax.com,8,2.5
dskursky@konex.com,3,7.7
dslayton@xx-holding.com,1,1.7
dsteier@openlane.com,1,11.2
dstimmel@dalttechnology.com,1,1.6
dstrassner@plussunin.com,1,7.8
dtawil@donware.com,1,4.7
dweglarz@hatfan.com,2,19.8
ealbares@stanredtax.com,1,4.1
ebayless@rundofase.com,1,1.4
ebirkner@conecom.com,2,3.7
eblunk@plusstrip.com,9,4.1
ecanlas@labdrill.com,3,1.8
edarakjy@faxquote.com,2,3
edarakjy@faxquote.com,3,1.7
edegroot@plussunin.com,3,2.1
eeroman@yearin.com,6,5.7
egato@streethex.com,4,3.8
egleich@cancity.com,4,5.3
ehengel@streethex.com,3,1.7
ejeanty@donware.com,2,9.9
ekolmetz@konex.com,2,3.7
ekulzer@toughzap.com,1,2.4
erodeigues@toughzap.com,3,3.4
ewide@groovestreet.com,1,17.5
ezagen@doncon.com,3,13.6
fbrossart@toughzap.com,4,17.6
fennaco@mathtouch.com,2,4.1
feroman@newex.com,2,4.1
ffigeroa@isdom.com,2,1.9
flary@doncon.com,3,9.2
florens@lexiqvolax.com,1,4.5
fmarrier@condax.com,1,3.4
fmerced@konmatfix.com,2,1.8
fmorasca@domzoom.com,1,3.5
fonofrio@inity.com,2,1.5
fpatak@bioplex.com,3,2.3
fpedrozo@domzoom.com,2,1.2
freiber@ganjaflex.com,1,2.1
fscriven@streethex.com,2,13.8
fshealy@labdrill.com,1,2.4
fshinko@iselectrics.com,2,6.6
fslusarski@dalttechnology.com,3,3.4
garceo@labdrill.com,3,3.1
gbutt@plussunin.com,1,1.9
gcorrio@plexzap.com,7,1.8
gcousey@doncon.com,2,1.9
gcoyier@groovestreet.com,3,4.7
ginouye@scottech.com,1,1.6
gkannady@finhigh.com,3,13.4
gkardas@groovestreet.com,1,6.3
gkarpel@goodsilron.com,2,2.9
gklonowski@iselectrics.com,1,9.1
glawler@hottechi.com,1,5.2
gliukko@kinnamplus.com,5,1.4
gmccullan@opentech.com,2,1.7
gmeteer@scottech.com,2,2.4
gpaprocki@dontechi.com,2,2
gpedrozo@betatech.com,8,4.1
gperin@year-job.com,1,1.8
grentfro@iselectrics.com,1,1.6
gschieler@finhigh.com,6,3.4
gspringe@bioplex.com,2,2
gthyberg@rantouch.com,3,2
gtjepkema@codehow.com,2,2.3
gvenere@gogozoom.com,6,0.8
hbarfield@isdom.com,1,2.6
hbevelacqua@konmatfix.com,3,1.4
hbevelacqua@konmatfix.com,5,11.2
hchavous@gogozoom.com,2,3.9
hfrerking@bioplex.com,2,3.8
hfrey@inity.com,1,3.4
hhagele@konex.com,2,7
hlouissant@j-texon.com,2,6.9
hriopelle@y-corporation.com,1,7.8
hsetter@bioholding.com,6,5.8
hventura@inity.com,2,1.4
jcolla@hatfan.com,3,2
jdenooyer@treequote.com,3,2.1
jemigh@dambase.com,1,1.2
jfortino@sonron.com,1,5
jfredicks@hatfan.com,4,6.8
jhalter@j-texon.com,2,4.4
jhoa@fasehatice.com,1,1.5
jhusser@zumgoity.com,3,6.5
jkalafatis@sunnamplex.com,3,1.6
jkownacki@donquadtech.com,3,3.1
jmaillard@zumgoity.com,3,4.1
jmenter@streethex.com,1,1.9
jmyricks@plussunin.com,4,12.7
jneither@scotfind.com,3,4.6
jpatak@treequote.com,1,12.7
jregusters@openlane.com,3,1.3
jsarao@zencorporation.com,4,3.3
jsaylors@ontomedia.com,1,2.3
jscriven@gogozoom.com,1,4.8
jslusarski@warephase.com,3,3.9
jstaback@lexiqvolax.com,3,5.1
jsweely@betasoloin.com,3,2.2
jsweely@labdrill.com,3,6.7
jsweigard@green-plus.com,2,4.8
jtegarden@isdom.com,2,5.4
jtromblay@mathtouch.com,2,1.6
jvenere@warephase.com,1,3.6
jwenzinger@inity.com,1,1.9
jyglesias@zumgoity.com,5,2.2
jyglesias@zumgoity.com,6,2.2
kbreland@kinnamplus.com,2,14.9
kcomnick@bioholding.com,2,3.4
kdaufeldt@groovestreet.com,1,1
kdemesa@openlane.com,4,2.9
kketelsen@sumace.com,1,1.9
kkulzer@j-texon.com,3,2.4
kleto@iselectrics.com,3,2.5
kloader@betasoloin.com,4,1.9
kmonterrubio@golddex.com,3,3.6
krowling@plussunin.com,1,2.5
kshin@codehow.com,2,2.8
kspringe@year-job.com,1,3.4
ktjepkema@labdrill.com,2,6.4
kvanheusen@j-texon.com,2,0.5
kwalthall@goodsilron.com,2,2.8
kwaycott@toughzap.com,1,2.1
larias@plexzap.com,3,3
lbennick@konmatfix.com,1,3
lboulter@fasehatice.com,3,2
lcartan@konmatfix.com,6,2.5
ldallen@hottechi.com,2,1.8
ldevreese@doncon.com,2,2
ldopico@warephase.com,6,4.7
lennaco@bioplex.com,3,2.2
lgoldammer@blackzim.com,1,1.7
lgreenbush@sunnamplex.com,4,1.9
lheimann@groovestreet.com,2,2.3
lhirpara@scottech.com,1,2.6
lhoneywell@gogozoom.com,1,4
lhudnall@nam-zim.com,1,12
lkampa@conecom.com,3,3.2
lkonopacki@hatfan.com,3,5.3
llinahan@lexiqvolax.com,6,8
lmclaird@blackzim.com,3,3
lmeinerding@domzoom.com,2,2.3
lmenter@plusstrip.com,4,2.7
lmeteer@plusstrip.com,4,0.8
lmonterrubio@groovestreet.com,4,3.2
lmunns@hottechi.com,3,14.8
lmyricks@openlane.com,2,2.1
lpalaia@nam-zim.com,2,2.8
lpalaia@singletechno.com,2,1.6
lshealy@conecom.com,3,2.1
lspringe@ganjaflex.com,2,12.6
lstrassner@kan-code.com,6,2.9
lwenner@blackzim.com,6,2.5
mbatman@doncon.com,7,3.5
mbatman@doncon.com,8,4.5
mbiddy@rundofase.com,4,1.9
mbitsuie@bioplex.com,2,6.5
mbourbon@betatech.com,1,1.4
mcaudy@xx-zobam.com,5,4.5
mdenooyer@rantouch.com,2,4.9
mfillingim@kinnamplus.com,6,2
mgarufi@nam-zim.com,4,8.2
mgato@ganjaflex.com,1,4.4
mgudroe@doncon.com,4,5.2
mhixenbaugh@kinnamplus.com,3,3.3
mjulia@fasehatice.com,3,3.4
mjuvera@plusstrip.com,4,2.1
mkaniecki@cancity.com,5,1.8
mmconnell@plussunin.com,1,7
mrodeigues@conecom.com,1,2.9
mroyster@silis.com,1,1.2
msahagun@domzoom.com,4,3.2
mseewald@ron-tech.com,1,2.7
mtollner@green-plus.com,3,5
mvanausdal@openlane.com,1,3.5
mvanheusen@hatfan.com,3,3.4
mwaycott@dambase.com,2,5.5
myum@dambase.com,4,12
myum@silis.com,4,9.6
naredondo@konmatfix.com,4,3.4
nboulter@hottechi.com,1,3.5
ncaudy@labdrill.com,3,2.1
ncolaizzo@yearin.com,2,2.1
neschberger@ontomedia.com,2,12.8
nfern@openlane.com,2,1.7
nfortino@gogozoom.com,4,1.9
nharnos@nam-zim.com,1,3.9
nisaacs@finjob.com,4,6.7
nmatuszak@golddex.com,1,5.2
nriden@iselectrics.com,3,2.1
nryser@scotfind.com,3,2.9
oyglesias@stanredtax.com,1,6.3
pcookey@zoomit.com,3,0.4
pgalam@condax.com,1,3.9
pkolmetz@dontechi.com,2,2.4
pnestle@cancity.com,1,2.8
pnunlee@sumace.com,1,10.7
prentfro@singletechno.com,4,3.8
psergi@silis.com,4,2.5
psilvestrini@xx-zobam.com,3,3.5
qstaback@hatfan.com,4,2.6
qstaback@hatfan.com,5,1.4
rbrideau@y-corporation.com,3,3
rbuvens@codehow.com,1,6.1
rdemesa@finjob.com,2,2.8
rdickerson@blackzim.com,1,1.6
rdinos@scotfind.com,1,0.8
rflister@fasehatice.com,6,3.1
rharoldson@yearin.com,3,3
rhauenstein@rangreen.com,3,0.5
rhaufler@stanredtax.com,2,1.2
rjayson@scottech.com,4,5.5
rlawler@conecom.com,1,1.9
rmonterrubio@iselectrics.com,1,0.4
rpaa@mathtouch.com,1,4.3
rperin@scottech.com,6,3
rscipione@codehow.com,3,2
rsilvestrini@hatfan.com,1,3.1
rtheodorov@openlane.com,4,7.5
rzurcher@scotfind.com,3,3.4
sbachman@xx-holding.com,3,1.7
scaldarera@treequote.com,4,3.7
schaffins@golddex.com,3,5.6
sdewar@sonron.com,1,13.1
sfillingim@finjob.com,1,4.4
sgibes@rantouch.com,4,3.6
sgleich@doncon.com,2,0.9
sgoldammer@silis.com,2,3.1
shochard@ganjaflex.com,4,2.2
sjulia@openlane.com,2,3.9
sklimek@golddex.com,3,3.6
slorens@openlane.com,4,1.7
smanno@sonron.com,4,3.6
smunns@betatech.com,2,3.6
srochin@kinnamplus.com,2,2.2
sschmaltz@ron-tech.com,4,2.6
sshadrick@dontechi.com,2,2.4
sworlds@plussunin.com,2,6.3
tcandlish@dalttechnology.com,1,8
tchaffins@statholdings.com,2,2.1
tclaucherty@toughzap.com,1,3.4
tdelasancha@konex.com,3,2.3
tdelasancha@konex.com,6,3.9
tdilello@goodsilron.com,4,3.7
tdopico@konex.com,2,7
