household_email,appliance_number,hspf,seer
lbrossart@isdom.com,6,21.1,24.9
lbrucato@dambase.com,6,18.4,57.7
lbruschke@dontechi.com,1,20.1,29
lbuemi@hatfan.com,1,17.4,61.6
lburnard@kan-code.com,2,26.8,44.9
lburnard@kan-code.com,3,20.1,45.7
lcaiafa@groovestreet.com,2,21.6,54.7
lcaiafa@groovestreet.com,3,20.4,36.7
lcaiafa@groovestreet.com,5,20.7,52.7
lcaiafa@groovestreet.com,9,18.2,43.1
lcaiafa@groovestreet.com,11,18.7,28.6
lcaiafa@plussunin.com,1,19.9,55
lcaiafa@plussunin.com,2,17.7,44.5
lcallaro@faxquote.com,2,16.9,30.7
lcampain@fasehatice.com,1,20.1,43.5
lcantres@y-corporation.com,1,17.8,22.7
lcartan@konmatfix.com,2,17.2,42.7
lcartan@konmatfix.com,4,26.2,51.2
lcetta@bioholding.com,2,22.7,34.7
lcetta@bioholding.com,4,22.8,38.9
lcetta@kan-code.com,2,27.4,47.6
lchaffins@treequote.com,1,20.9,37.7
lcolla@plussunin.com,2,15.1,50.2
lcoody@doncon.com,3,22.9,57.2
lcork@treequote.com,1,21,49.4
lcorrio@gogozoom.com,1,24.4,58.1
lcorrio@lexiqvolax.com,1,21.7,32.4
lcousey@dambase.com,6,24.5,35.9
lcousey@dambase.com,7,21.7,48.5
lcoyier@condax.com,2,25.2,45.8
lcoyier@condax.com,3,18.7,49.3
lcoyier@openlane.com,1,29.4,34.3
lcoyier@openlane.com,2,18,29.5
lcryer@kan-code.com,2,16.1,31.9
lcryer@kan-code.com,3,19.6,45
lcryer@konmatfix.com,1,22.1,32.2
ldallen@hottechi.com,1,24.9,30.8
ldarakjy@stanredtax.com,3,17,30
ldegonia@kinnamplus.com,1,18.3,50.5
ldegonia@plusstrip.com,1,20,40.5
ldewar@y-corporation.com,4,18.2,43.4
ldewar@y-corporation.com,5,19.4,31.7
ldilello@scotfind.com,3,16.8,40.7
ldopico@warephase.com,3,15.6,53.1
ldopico@warephase.com,4,25.9,44.8
leanes@openlane.com,3,22.1,32
leanes@zathunicon.com,1,23.2,46.4
lemard@singletechno.com,2,22.5,40.8
lemard@stanredtax.com,2,23.9,44.3
lennaco@bioplex.com,1,19.7,59
leschberger@scottech.com,2,16.2,41.2
leschberger@scottech.com,6,23.7,38.7
lestell@lexiqvolax.com,1,21.3,61.2
lfallick@sonron.com,1,25,33.9
lfallick@sonron.com,2,24.4,28.7
lfallick@sonron.com,5,23.2,40.4
lfallick@sonron.com,6,20.7,44.9
lfelger@fasehatice.com,4,13,45.1
lfelger@fasehatice.com,5,26.7,29.8
lfelger@nam-zim.com,2,17.9,31.3
lfelger@nam-zim.com,4,20.4,57.9
lfelger@nam-zim.com,6,25,55.4
lfigeroa@mathtouch.com,1,26.5,44.2
lfigeroa@mathtouch.com,4,34.1,46.8
lfishburne@kinnamplus.com,1,27.8,47.7
lfishburne@kinnamplus.com,2,22,40.9
lflosi@domzoom.com,1,21.4,57.9
lflosi@ganjaflex.com,1,21.7,39.4
lflosi@ganjaflex.com,2,9.7,36.9
lfoller@konex.com,2,20.3,42.4
lfoller@konex.com,4,18,38.1
lfoller@konex.com,6,15.6,34.3
lfrey@sonron.com,1,19.9,44
lfrey@sonron.com,3,19,37.2
lfunnell@opentech.com,5,21.7,34.2
lgehrett@rantouch.com,1,19,24.9
lgehrett@rantouch.com,3,17.9,49.3
lgiguere@goodsilron.com,3,21.6,44.7
lgillaspie@konmatfix.com,1,25.7,43.7
lgillaspie@statholdings.com,1,19.6,37.6
lgillaspie@statholdings.com,2,25.7,55.2
lgleich@golddex.com,1,13.4,31.1
lgleich@plusstrip.com,2,20.1,44.4
lgleich@scottech.com,1,16.4,33.7
lhagele@lexiqvolax.com,1,20.4,51.3
lharabedian@betatech.com,1,28.3,37.5
lharabedian@betatech.com,5,22.8,32.9
lharnos@sonron.com,2,27.9,52.3
lharnos@sonron.com,5,20.8,35.6
lharnos@sonron.com,6,21.7,59.6
lharoldson@toughzap.com,2,17.9,34.3
lheimann@groovestreet.com,1,24.4,31.2
lheimann@silis.com,2,23.1,41.9
lheimann@sunnamplex.com,1,15.8,42
lheimann@sunnamplex.com,2,23.2,46.5
lheintzman@plexzap.com,4,18.7,28.7
lheintzman@year-job.com,2,21.3,26.8
lhirpara@blackzim.com,2,19.7,41.7
lhirpara@statholdings.com,1,22.9,32.9
lhirpara@statholdings.com,2,17.9,45.4
lhirpara@statholdings.com,3,23.1,51.2
lhochard@gogozoom.com,1,27.5,29.6
lhochard@gogozoom.com,4,20.1,60.9
lhochard@gogozoom.com,7,21.9,45.1
lhoffis@iselectrics.com,4,17.3,52.8
lhoffis@mathtouch.com,1,20.5,38
lhoopengardner@statholdings.com,1,21.1,33.9
lhoopengardner@statholdings.com,2,23.9,29.5
ljurney@conecom.com,2,23.7,43.1
lkampa@conecom.com,2,15.2,48.6
lkarpin@silis.com,3,20.4,48.2
lkarpin@xx-holding.com,3,23,44.9
lkeetch@cancity.com,4,20.7,42.7
lkeetch@cancity.com,6,18.3,45.2
lketelsen@doncon.com,1,20.8,40.1
lketelsen@doncon.com,2,22.9,61.5
lkiel@finhigh.com,8,26,43.2
lkonopacki@cancity.com,1,21.1,56
lkonopacki@hatfan.com,1,22.3,57.7
lkonopacki@hatfan.com,6,20.1,39.8
lkusko@ontomedia.com,1,21.3,20.5
llabreche@donware.com,3,18.4,40.9
llabreche@isdom.com,1,25.5,45.7
llace@xx-zobam.com,1,23,39.1
llacovara@ron-tech.com,2,21.9,50.9
llary@groovestreet.com,1,23.5,40.7
llary@groovestreet.com,2,17.7,36
llary@groovestreet.com,3,25.4,66.6
llatzke@dontechi.com,1,20.1,30.8
llatzke@dontechi.com,6,30.5,46.8
llawler@cancity.com,2,19.8,40
lleinenbach@condax.com,4,29.4,33.8
lleinenbach@condax.com,5,27.4,32.5
lleinenbach@condax.com,6,17,45.3
llietz@bioplex.com,1,16.1,47.1
llimmel@zencorporation.com,3,20.9,53.2
llinahan@kinnamplus.com,1,19.7,24
llinahan@lexiqvolax.com,4,15.2,24.9
llinahan@singletechno.com,2,18.5,40.1
llipkin@kinnamplus.com,3,24.4,44.4
llungren@doncon.com,1,28.5,34.3
lmadarang@ontomedia.com,2,12.8,49.9
lmaile@zotware.com,2,23.8,54.7
lmaillard@betatech.com,3,16.2,57.4
lmallett@condax.com,2,30.2,34.8
lmalvin@iselectrics.com,1,20.6,25
lmanno@doncon.com,2,26.9,39.6
lmastella@ganjaflex.com,1,24.8,61.6
lmaybury@finhigh.com,3,28.1,41.9
lmaybury@finhigh.com,7,22.7,41.1
lmaybury@finhigh.com,8,20.2,33.5
lmaynerich@bioplex.com,1,20.1,21.2
lmclaird@stanredtax.com,1,20.7,10.1
lmcrae@warephase.com,2,28.8,43.4
lmeinerding@warephase.com,1,21.3,38.6
lmeteer@plusstrip.com,1,16.3,49.9
lmeteer@plusstrip.com,2,28.7,17.6
lmiceli@newex.com,1,26.1,52.6
lmiceli@newex.com,3,23.2,46.6
lmorasca@kinnamplus.com,1,20,37.4
lmorocco@newex.com,2,16.5,45
lmotley@sumace.com,2,22.5,25.8
lmunns@zotware.com,1,22.6,50.5
lnabours@konmatfix.com,4,21.7,43.7
lneither@iselectrics.com,3,13.7,42.4
lnievas@cancity.com,2,14.9,44.5
lnunlee@scottech.com,2,26.1,43.3
loldroyd@kinnamplus.com,1,19.2,46.4
lonofrio@opentech.com,2,23.7,45.2
lpagliuca@lexiqvolax.com,1,24.6,36.2
lpagliuca@lexiqvolax.com,3,19.9,44.9
lpalaia@hatfan.com,1,19.8,58.7
lpalaia@hatfan.com,3,18.2,53
lpalaia@singletechno.com,3,22.3,38
lpalaspas@funholding.com,5,21.7,42
lpalaspas@labdrill.com,1,22.9,53.8
lpaprocki@year-job.com,3,17,35.8
lparlato@gogozoom.com,1,19.1,37.1
lparvis@j-texon.com,1,28.1,31.4
lperin@betatech.com,3,22.4,31.8
lperin@betatech.com,5,22.8,31
lperin@betatech.com,6,16.9,55.4
lperin@ontomedia.com,1,25.7,41.3
lplumer@zotware.com,2,18,59.3
lpolidori@konex.com,1,26.8,40.8
lpolidori@konex.com,3,18.1,30.7
lpolidori@zoomit.com,1,22.1,50
lpolidori@zoomit.com,2,30.2,33.7
lpugh@yearin.com,2,22.6,31
lradde@inity.com,2,18.5,60.5
lradde@inity.com,3,21.1,37.5
lrhym@bioplex.com,2,16.8,48
lrhym@rundofase.com,4,17.4,40.9
lroyster@sumace.com,3,16.6,51.6
lroyster@sumace.com,4,19,60.9
lroyster@sunnamplex.com,1,27.3,33
lroyster@sunnamplex.com,2,17.9,50.3
lroyster@sunnamplex.com,4,22.4,44.7
lroyster@sunnamplex.com,8,21.4,42.6
lruta@yearin.com,2,20.7,39.6
lruta@yearin.com,3,29.9,44.8
lruta@yearin.com,4,25.9,50.6
lsamu@zencorporation.com,1,11.9,39.5
lsaras@dambase.com,3,23.7,35.5
lschmaltz@golddex.com,3,17.4,52.9
lseewald@rundofase.com,3,24,49.2
lsengbusch@toughzap.com,2,25,38.4
lshields@groovestreet.com,1,24.1,44.4
lshinko@xx-holding.com,1,28.7,25.8
lsimilton@rangreen.com,2,24.6,46.2
lskursky@dalttechnology.com,1,28.6,30.3
lskursky@ganjaflex.com,3,23.9,52.6
lsmith@cancity.com,1,15.9,25.8
lspickerman@sunnamplex.com,1,29.2,56.3
lspringe@ganjaflex.com,1,20.1,61.3
lsteier@green-plus.com,2,26.4,31.5
lsteier@green-plus.com,4,26.9,35.1
lstem@labdrill.com,2,24.6,41.2
lstimmel@iselectrics.com,1,23.4,45
lstuer@kan-code.com,1,18.8,41.4
lsuffield@scottech.com,1,24.6,26.2
lsweely@rangreen.com,1,21.7,40.7
lsweely@rangreen.com,2,25.1,52.9
lsweigard@toughzap.com,1,25.5,52.8
ltagala@conecom.com,1,19.5,27.1
ltawil@plusstrip.com,2,23.4,36.9
lthreets@blackzim.com,2,21.6,37.6
lthyberg@opentech.com,3,22.3,22.1
ltimenez@rangreen.com,3,21.7,48.1
ltollner@funholding.com,3,25.6,54
ltomblin@plusstrip.com,7,29,39.4
ltoyama@rundofase.com,1,18.2,46.6
ltoyama@rundofase.com,4,26.7,42.7
ltreston@ganjaflex.com,4,24.2,41.6
ltreston@ganjaflex.com,6,23.3,41.5
ltromblay@isdom.com,3,18.9,35.3
lvenere@ganjaflex.com,2,24.7,42.8
lvenere@ganjaflex.com,3,14,38
lventura@betasoloin.com,1,20.1,35
lventura@betasoloin.com,4,21.9,43.4
lvinning@hatfan.com,1,18.9,38.2
lwaymire@konmatfix.com,1,20.2,51
lweglarz@conecom.com,1,27,39.1
lweglarz@dalttechnology.com,2,22.3,53.9
lwenner@blackzim.com,2,24.5,51.7
lwenner@blackzim.com,4,20.4,25.7
lwenzinger@konmatfix.com,1,17.8,61.5
lwhobrey@mathtouch.com,1,20,42.7
lwhobrey@mathtouch.com,3,18.7,49.5
lwieser@green-plus.com,2,24.5,57.5
lwitten@dontechi.com,1,26.2,51.2
lwitten@dontechi.com,4,20.9,40.9
lwolfgramm@scottech.com,1,19.6,37.3
lwolfgramm@scottech.com,2,26.6,36.6
lworlds@plexzap.com,1,19,34.8
lworlds@plussunin.com,2,22.3,70.9
lyglesias@dalttechnology.com,4,18.5,54.4
lyori@ganjaflex.com,1,22,42.2
lyori@zoomit.com,1,23.1,54.9
lyori@zoomit.com,2,22.6,50.3
lyum@ontomedia.com,1,25.4,36.2
madkin@silis.com,2,20.6,48.5
mahle@kinnamplus.com,3,21.2,28
malbares@goodsilron.com,2,23.8,40.1
mamigon@donquadtech.com,2,17.2,37.7
mamigon@statholdings.com,1,21.5,47.2
mamyot@fasehatice.com,2,34.4,41.6
mamyot@fasehatice.com,3,18.4,49.6
mamyot@fasehatice.com,5,19.8,40.1
mamyot@fasehatice.com,7,14.2,39.8
masar@zumgoity.com,1,23.3,55.5
mauffrey@zotware.com,3,24,63.6
mbatman@doncon.com,5,18.9,41
mbatman@doncon.com,6,21,40.6
mbenimadho@finhigh.com,3,30,60.5
mbennick@lexiqvolax.com,1,20.6,50
mbennick@lexiqvolax.com,3,15.4,66.8
mberray@groovestreet.com,1,21.8,27.8
mberray@groovestreet.com,6,19.7,42.9
mbiddy@j-texon.com,4,26.2,40.9
mbiddy@j-texon.com,5,25.5,35.3
mbilden@donware.com,3,20.5,40.8
mbirkner@inity.com,1,20.6,45
mbirkner@inity.com,3,11.7,22.6
mbookamer@finjob.com,1,29,35.4
mbookamer@finjob.com,3,20.1,63.6
mbourbon@betatech.com,2,22,37.8
mbourbon@statholdings.com,1,18.4,30.2
mbourbon@statholdings.com,4,19.6,58.2
mbrucato@dambase.com,2,19.9,45.3
mbrucato@dambase.com,3,18.3,44.1
mbrucato@dambase.com,4,23.7,54.2
mbutt@goodsilron.com,6,15.9,36.4
mbutzen@lexiqvolax.com,1,16.6,29.4
mbuvens@streethex.com,1,24.4,31.3
mcaiafa@blackzim.com,1,17.8,55.9
mcampain@rangreen.com,7,23.8,42.6
mcaudy@xx-zobam.com,1,21.6,45.1
mcaudy@xx-zobam.com,6,21.4,37.6
mchui@betatech.com,1,26.6,47.9
mchui@funholding.com,4,21.6,43.7
mdallen@mathtouch.com,1,17.3,44.1
mdelasancha@xx-zobam.com,3,18.4,33.8
mdenooyer@rantouch.com,3,18.2,49.9
mdenooyer@yearin.com,3,22.3,33.1
mdhamer@plusstrip.com,2,14,37.8
mdopico@condax.com,1,11.5,46.3
mdopico@condax.com,2,24.1,53.2
mdubaldi@j-texon.com,3,21.8,49.1
mduenas@konex.com,1,18.7,33.3
mengelberg@sonron.com,1,29.8,37.1
mengelberg@sonron.com,6,21.3,44.4
mestell@scottech.com,1,21.4,40.4
mestell@scottech.com,3,23.2,62.8
mfeichtner@openlane.com,1,20.8,39.4
mfeichtner@zathunicon.com,2,23.2,46
mfillingim@kinnamplus.com,4,17.3,43.9
mfishburne@newex.com,1,21.2,34.5
mfoller@codehow.com,4,28.2,36.4
mfoller@dontechi.com,1,21.1,43.1
mfrancescon@betatech.com,1,28.5,38.5
mgleich@y-corporation.com,1,22.7,25.3
mgobern@plussunin.com,6,29,37.3
mgochal@isdom.com,2,18.7,40.5
mgoldammer@zoomit.com,2,26.7,49.6
mgudroe@zencorporation.com,1,17.8,37.8
mhalter@gogozoom.com,1,21.1,58.1
mhanafan@hatfan.com,3,24.7,39
mharabedian@finhigh.com,1,24.9,33.2
mhauenstein@labdrill.com,1,21.4,48.6
mhauenstein@labdrill.com,3,15.9,35.3
mhauenstein@labdrill.com,4,21.9,39.1
mheintzman@codehow.com,4,26.8,42.2
mhiatt@rantouch.com,2,20.9,55.1
mhidvegi@rundofase.com,1,23.7,32.6
mhixenbaugh@kinnamplus.com,1,14.7,24.9
mhoa@bioplex.com,1,24.2,41.3
mhoogland@betatech.com,5,20.9,27
minouye@faxquote.com,1,25.6,38.5
misenhower@lexiqvolax.com,3,16.5,42.5
miturbide@betasoloin.com,1,24.7,46
mjeanty@finjob.com,1,21.6,47.9
mjeanty@finjob.com,2,15.4,48.3
mjulia@warephase.com,3,22.9,42.9
mjuvera@newex.com,2,19.2,44.1
mjuvera@plusstrip.com,2,25.3,37.7
mkampa@singletechno.com,3,19.8,49.8
mkaniecki@cancity.com,6,21.3,53.8
mkeneipp@dambase.com,3,26.6,50.1
mkines@singletechno.com,3,21,32.9
mklonowski@finjob.com,1,17.2,39.9
mkohl@domzoom.com,2,21,56.3
mkohl@domzoom.com,4,26.4,35.4
mkohl@zathunicon.com,3,21.4,29
mkoppinger@sonron.com,1,24.8,54.1
mkorando@sonron.com,3,29.1,45.3
mkulzer@fasehatice.com,3,27,44.5
mlary@singletechno.com,3,22.9,48.3
mlatzke@condax.com,4,23.6,50.4
mlatzke@openlane.com,3,22.3,30.9
mlatzke@openlane.com,5,18.1,45.1
mlatzke@openlane.com,7,26.2,42.6
mlatzke@zumgoity.com,1,18,57.4
mleinenbach@donquadtech.com,1,20.6,33.4
mleto@plusstrip.com,2,13.5,50.2
mlinahan@isdom.com,4,24,37.7
mlouissant@xx-zobam.com,2,21.9,29.3
mlouissant@xx-zobam.com,3,30.5,41.7
mluczki@rantouch.com,1,21.8,51.1
mluczki@rantouch.com,4,16.6,32.1
mlueckenbach@finhigh.com,1,20.2,39.5
mlueckenbach@ontomedia.com,3,22.1,29.3
mmaisto@finjob.com,3,27.2,49.9
mmanno@faxquote.com,1,20.4,46.5
mmccullan@j-texon.com,4,23.4,46
mmelnyk@mathtouch.com,1,16.3,49.4
mmodzelewski@plussunin.com,3,23.5,47.2
mmondella@mathtouch.com,2,11.9,50
mmondella@mathtouch.com,3,23.2,28
mnayar@goodsilron.com,1,26.5,49.1
mnunlee@konex.com,1,19.4,28.8
mohms@blackzim.com,1,16.3,44.1
mostolaza@stanredtax.com,2,19.4,46.5
mostolaza@stanredtax.com,3,19.9,34.3
mostolaza@stanredtax.com,4,22.4,41.1
mostolaza@stanredtax.com,9,18.6,22
mostrosky@betatech.com,2,25.9,38.7
mostrosky@betatech.com,3,22.7,47.4
mparvis@hottechi.com,1,19.7,37.3
mpaulas@ontomedia.com,1,32.1,28.5
mperez@doncon.com,1,19.5,54.7
mperez@doncon.com,2,25.5,31.4
mperez@doncon.com,3,12.3,41.4
mperigo@j-texon.com,1,18.8,42.1
mperigo@j-texon.com,2,21.6,37.1
mperruzza@year-job.com,1,23.5,27.9
mperruzza@year-job.com,2,26.6,43.7
mrentfro@betatech.com,1,19.5,36
mrentfro@betatech.com,2,19,55.6
mrestrepo@nam-zim.com,2,26.3,45.6
mrestrepo@nam-zim.com,5,18.6,48.2
mrhym@betasoloin.com,1,22.1,36.6
mrhymes@ganjaflex.com,2,22.7,33.8
mrhymes@ganjaflex.com,3,19.7,20.9
mrim@groovestreet.com,3,17.8,35.7
mrim@groovestreet.com,4,16.3,50.9
mrodeigues@conecom.com,6,18.8,53.7
mruta@kan-code.com,1,26,48.7
msahagun@domzoom.com,2,17,30.5
msama@betatech.com,1,20.7,40.9
msarao@lexiqvolax.com,4,22,47.6
msawchuk@newex.com,1,14.1,47.8
mschnitzler@opentech.com,1,27.8,40.7
mschnitzler@ron-tech.com,1,29.4,38.4
mseewald@ron-tech.com,3,24.2,53.6
msetter@ganjaflex.com,1,19.3,56.2
msetter@ganjaflex.com,4,26,40
mshinko@hatfan.com,6,24.3,51.3
msilvestrini@zathunicon.com,5,28.6,33.6
msilvestrini@zathunicon.com,6,16.9,48.8
mslayton@golddex.com,1,22.4,47.6
mslusarski@donquadtech.com,5,20.9,46.2
mslusarski@donquadtech.com,7,25.8,34.7
mslusarski@donquadtech.com,9,19.2,47
mslusarski@donquadtech.com,12,27.1,47.3
msmith@labdrill.com,2,28.2,52.7
mstem@sonron.com,1,20.9,44.8
mstenseth@betatech.com,1,18.1,30.5
mstockham@zumgoity.com,2,22.7,59.9
mstuer@year-job.com,1,25.4,47.6
mtagala@nam-zim.com,1,21.7,33.1
mtegarden@hatfan.com,2,29.3,34.3
mtegarden@hatfan.com,3,25.4,52.4
mtoelkes@donware.com,1,19.9,48.9
mtoelkes@scotfind.com,3,24.8,63.8
mtomasulo@isdom.com,4,23,45.5
mvanheusen@hatfan.com,2,23.6,62.3
mvarriano@dalttechnology.com,1,15.9,43.3
mvarriano@dalttechnology.com,3,21.7,41.7
mwaycott@dambase.com,1,24.2,52
mwaymire@zumgoity.com,3,29.1,45.1
mwaymire@zumgoity.com,4,20.8,39.5
mwaymire@zumgoity.com,7,19.9,37.8
mwhobrey@doncon.com,4,19.6,67.4
mwhobrey@rundofase.com,2,25.9,28.5
mwhobrey@yearin.com,1,22.6,47
mwide@funholding.com,1,21.8,48
mwiklund@condax.com,1,21.5,36.9
mwitten@dambase.com,2,21.3,54.3
myum@silis.com,1,15.5,66.7
nacey@dontechi.com,1,22.9,44.9
nacey@dontechi.com,2,27.3,37.8
nacey@dontechi.com,3,21.4,33.7
naredondo@konmatfix.com,3,27.6,53.1
nbenimadho@plussunin.com,1,26.5,51.8
nbenimadho@plussunin.com,5,20.9,47.5
nbenimadho@plussunin.com,8,26.7,37.7
nbennick@groovestreet.com,3,22.8,41.6
nberganza@y-corporation.com,1,28,32.6
nbrucato@conecom.com,3,23.8,52.9
nbubash@condax.com,3,26.6,44.8
ncetta@rundofase.com,1,25.5,38.4
nchavous@j-texon.com,2,22.3,44.5
nclaucherty@codehow.com,7,24.2,52.2
nclaucherty@warephase.com,1,28,59
ncolaizzo@yearin.com,4,15.4,33.6
ncorrio@toughzap.com,2,21.6,70.1
ncousey@warephase.com,3,23.4,33.8
ncraghead@faxquote.com,1,25.2,34.7
ndaufeldt@ron-tech.com,4,18.8,51.5
ndrymon@kinnamplus.com,1,25.6,47.5
ndrymon@kinnamplus.com,3,21.5,58
nfallick@golddex.com,1,19.3,63.4
nferencz@dambase.com,1,26.2,28.9
nferencz@dambase.com,3,24.5,46.2
nferencz@dambase.com,5,22.1,41.7
ngoldammer@mathtouch.com,1,9.8,43.6
ngoldammer@mathtouch.com,3,19.1,31.9
nkines@stanredtax.com,3,26.8,51.7
nkines@stanredtax.com,4,23.5,37.6
nklang@stanredtax.com,1,23.9,54
nkulzer@statholdings.com,1,22.9,33
nkulzer@statholdings.com,2,21.8,37.9
nkulzer@statholdings.com,3,27.8,52.1
nlawler@scottech.com,1,15.2,54.1
nlawler@scottech.com,2,18.8,35.7
nlawler@scottech.com,6,22,49.4
nlayous@warephase.com,3,23.6,36.8
nlayous@warephase.com,4,21.1,49.9
nlietz@bioholding.com,3,25.5,47
nmallett@rantouch.com,3,30.4,23
nmarrier@ontomedia.com,1,23.4,48.1
nmarrier@ontomedia.com,2,24.7,38.5
nmarrier@ontomedia.com,3,21.4,44.7
nmatuszak@golddex.com,3,13.1,40.4
nmcrae@xx-holding.com,1,25.4,40.7
nmontezuma@iselectrics.com,4,24.2,35.9
nmontezuma@mathtouch.com,1,23.6,51.5
nohms@golddex.com,1,25.7,32.4
nparlato@goodsilron.com,1,24.5,42.9
nparvis@donquadtech.com,2,17.6,37.5
npaulas@donware.com,1,17.3,33.5
npaulas@donware.com,2,20.9,43.4
nplumer@finhigh.com,2,28,43
nreiber@konex.com,2,25.9,48.3
nryser@scotfind.com,1,23.4,56.6
nschmierer@zencorporation.com,1,16.8,36.2
nscriven@kan-code.com,1,21.3,47.5
nscriven@kan-code.com,2,17.9,57.6
nsetter@plusstrip.com,1,23.1,41.8
nsetter@plusstrip.com,2,18.5,44.5
nshinko@iselectrics.com,3,12.9,39.7
nshinko@y-corporation.com,2,16.6,46.6
nspringe@conecom.com,1,21.7,60.7
nsyrop@finhigh.com,2,24.7,24.7
nventura@domzoom.com,2,20,52.7
nventura@domzoom.com,3,26.7,47.5
nvocelka@scottech.com,2,24.8,41.6
nvocelka@scottech.com,4,22.8,53.7
nwalthall@donquadtech.com,1,28.8,46.2
nwalthall@openlane.com,2,18.7,44.7
nweight@stanredtax.com,1,25.9,36
nwolny@plussunin.com,2,23.8,36.5
nzepp@stanredtax.com,1,26.9,46
oblunk@statholdings.com,1,17.9,39.9
ocork@yearin.com,2,22.5,43.3
ocork@yearin.com,3,17.2,34.7
odinos@betatech.com,1,19.1,50.9
odinos@betatech.com,3,22.9,38.8
oeroman@donware.com,2,24.8,38.5
olorens@dambase.com,1,15.7,54.2
omaclead@kinnamplus.com,3,17.4,41.4
oostolaza@zencorporation.com,4,23.1,35.9
opaa@codehow.com,3,17.7,34.5
opaa@year-job.com,2,24.5,42
opaa@year-job.com,3,20.3,25.8
opaa@year-job.com,4,12.3,40.7
oplumer@sumace.com,2,25.2,47.9
oryser@rantouch.com,1,23.6,42.4
oryser@rantouch.com,2,21.1,39.4
oryser@rantouch.com,3,27.3,43.3
oschemmer@opentech.com,1,24.1,49.4
owrinkles@goodsilron.com,1,18.6,34.9
pbilden@openlane.com,1,15.5,41.1
pbookamer@donware.com,3,24.5,54.8
pbreland@hatfan.com,1,20.9,31.5
pbreland@hatfan.com,2,16,60.9
pbreland@hatfan.com,3,23.7,55.7
pdallen@green-plus.com,5,21.9,44.1
peanes@dalttechnology.com,1,16.4,62.4
pennaco@doncon.com,3,28.2,51.7
peschberger@groovestreet.com,1,28.7,44.6
pfortino@nam-zim.com,1,22.4,40.5
pgellinger@plexzap.com,3,31.2,35.3
pgleich@domzoom.com,2,23.8,62.9
phaufler@hottechi.com,2,20.6,55.5
phirpara@rangreen.com,3,21.8,41.9
phirpara@rangreen.com,6,24.4,41.9
phoffis@kan-code.com,2,24.2,43.4
phoopengardner@blackzim.com,1,18.8,75
pisenhower@blackzim.com,1,22.8,35.7
piturbide@green-plus.com,2,18.8,33.5
pkolmetz@dontechi.com,3,22.8,26.9
pkolmetz@dontechi.com,4,29.5,39.3
plimmel@plussunin.com,1,15.6,24.9
pmaillard@scotfind.com,3,23.3,20.8
pmeinerding@konex.com,4,12.2,50.2
pmerced@plussunin.com,3,24.7,45.1
pmerced@plussunin.com,4,18.1,51.7
pmeteer@funholding.com,1,20.7,37.4
pparlato@iselectrics.com,1,24.4,43.3
ppatak@plussunin.com,1,21.2,54.4
pperez@rangreen.com,2,26.3,41.1
pperez@rangreen.com,3,23.4,44
pperez@statholdings.com,1,17.8,46.3
prentfro@singletechno.com,1,19.5,49
prentfro@singletechno.com,3,22,43.7
prestrepo@lexiqvolax.com,3,19,46.5
psarbacher@scotfind.com,2,26.7,55.2
psilvestrini@labdrill.com,3,19.1,59.9
psilvestrini@labdrill.com,4,28.8,38.3
psilvestrini@labdrill.com,5,28.6,32.3
ptheodorov@codehow.com,2,20,41.1
pvarriano@xx-holding.com,2,19.1,52.2
pvarriano@xx-holding.com,3,20.8,43.4
pzagen@sunnamplex.com,1,18.5,47
pzagen@sunnamplex.com,5,22.2,39.6
qdiestel@mathtouch.com,1,18,22.3
qdilliard@finhigh.com,4,18.5,67.6
qfallick@fasehatice.com,3,18.6,46.6
qflosi@domzoom.com,1,21.6,46.3
qhagele@dalttechnology.com,2,20.6,47
qkiel@streethex.com,3,18.6,34.7
qkippley@j-texon.com,1,22.1,55.3
qlother@plussunin.com,1,19.2,50.9
qpapasergi@stanredtax.com,3,19.4,58
qpapasergi@stanredtax.com,6,26.2,41.2
qschmierer@hatfan.com,1,24.8,39.9
qstaback@hatfan.com,1,15.3,23.3
qstaback@hatfan.com,3,16,50.7
qzepp@ganjaflex.com,2,27.7,66.3
rabdallah@donquadtech.com,1,23.9,21.3
rabdallah@donquadtech.com,2,23.6,37.4
rahle@bioholding.com,1,20.8,68.9
ralbares@y-corporation.com,1,23.1,45.1
ramyot@isdom.com,1,19.4,54.9
raredondo@labdrill.com,2,14.7,40.9
raredondo@labdrill.com,3,24.3,38.8
rauber@konex.com,3,20.6,40.4
rbachman@sumace.com,1,21.8,28.3
rbenimadho@rangreen.com,1,21.2,41.3
rbiddy@konmatfix.com,2,18,35.8
rbiddy@konmatfix.com,3,16.9,46.6
rbiddy@plexzap.com,1,27.3,47.1
rblackwood@zumgoity.com,2,20,60.3
rbolognia@finhigh.com,2,22.3,50.8
rbolognia@finhigh.com,6,18.7,36.6
rbrachle@betasoloin.com,1,22,38.4
rbrachle@betasoloin.com,3,22.3,30.3
rbreland@faxquote.com,4,23.2,38.8
rbrideau@iselectrics.com,2,23.6,33.6
rbrideau@iselectrics.com,3,17.5,52.5
rbrideau@j-texon.com,1,17.7,31.5
rbrucato@sonron.com,1,19.8,41.3
rbrucato@sonron.com,2,30.1,48.4
rbrucato@toughzap.com,1,26.4,36.1
rbrucato@toughzap.com,4,23.9,32
rbubash@scotfind.com,2,19.7,34
rbubash@scotfind.com,3,19.9,34.9
rbuvens@dalttechnology.com,1,18.1,33.7
rcallaro@groovestreet.com,2,15.8,27.8
