household_email,power_number,battery,kilowatt_hours,energy_source
sandreason@scotfind.com,1,10,50,solar-electric
sauber@ontomedia.com,1,31,92,solar-electric
sauber@ontomedia.com,2,38,108,solar-electric
sauffrey@xx-holding.com,1,17,22,solar-electric
sbachman@xx-holding.com,1,104,21,solar-electric
sbarfield@kan-code.com,1,10,75,solar-electric
sberganza@betatech.com,1,54,37,solar-electric
sberganza@donquadtech.com,1,39,23,solar-electric
sberlanga@rangreen.com,1,NULL,71,solar-electric
sberlanga@rangreen.com,2,12,54,wind
sberray@zotware.com,1,123,23,solar-electric
sbevelacqua@konmatfix.com,1,NULL,68,solar-electric
sbevelacqua@konmatfix.com,2,19,17,solar-electric
sblunk@ganjaflex.com,1,48,104,solar-electric
sblunk@ganjaflex.com,2,NULL,50,solar-electric
sbolognia@sunnamplex.com,1,NULL,107,wind
sbookamer@doncon.com,1,NULL,79,wind
sbookamer@green-plus.com,1,71,180,solar-electric
sboulter@finhigh.com,1,15,99,solar-electric
sboulter@finhigh.com,2,19,47,solar-electric
sbourbon@fasehatice.com,1,41,94,solar-electric
sbreland@newex.com,1,NULL,91,solar-electric
sbriddick@condax.com,1,36,111,solar-electric
sbubash@toughzap.com,1,51,139,solar-electric
scaldarera@treequote.com,1,27,27,solar-electric
scanlas@warephase.com,1,NULL,178,solar-electric
schesterfield@zencorporation.com,1,42,67,solar-electric
scloney@konmatfix.com,1,45,44,solar-electric
scomnick@zencorporation.com,1,NULL,71,wind
scorrington@donware.com,1,NULL,224,solar-electric
scorrington@goodsilron.com,1,15,54,wind
sdegonia@yearin.com,1,38,140,wind
sdeleo@streethex.com,1,17,73,solar-electric
sdevreese@streethex.com,1,32,64,solar-electric
sdhamer@fasehatice.com,1,NULL,18,solar-electric
sdhamer@fasehatice.com,2,34,45,solar-electric
sdiestel@funholding.com,1,19,92,solar-electric
sdilello@bioplex.com,1,NULL,54,solar-electric
sdorshorst@betasoloin.com,1,NULL,141,solar-electric
sduenas@cancity.com,1,45,17,solar-electric
sduenas@plussunin.com,1,17,41,solar-electric
sehmann@labdrill.com,1,NULL,69,wind
sehmann@treequote.com,1,20,107,solar-electric
sengelberg@sunnamplex.com,1,NULL,140,solar-electric
sflosi@goodsilron.com,1,10,23,solar-electric
sflosi@goodsilron.com,2,NULL,91,solar-electric
sflosi@goodsilron.com,3,33,79,solar-electric
sfrankel@fasehatice.com,1,NULL,23,solar-electric
sfrey@openlane.com,1,41,74,solar-electric
sfunnell@newex.com,1,NULL,170,solar-electric
sgehrett@dontechi.com,1,NULL,96,solar-electric
sgellinger@ganjaflex.com,1,25,99,wind
sgellinger@rundofase.com,1,59,70,solar-electric
sgesick@kinnamplus.com,1,40,20,wind
sgibes@rantouch.com,1,33,41,solar-electric
sgillian@silis.com,1,NULL,23,wind
sgoldammer@silis.com,1,37,21,solar-electric
sgoldammer@silis.com,2,39,46,solar-electric
sgrenet@sonron.com,1,NULL,46,solar-electric
shalter@groovestreet.com,1,37,16,solar-electric
shalter@zathunicon.com,1,NULL,120,solar-electric
sharoldson@yearin.com,1,11,101,solar-electric
sharoldson@zoomit.com,1,23,17,solar-electric
shirpara@betatech.com,1,17,80,solar-electric
shochard@ganjaflex.com,1,14,60,solar-electric
shughey@zotware.com,1,NULL,22,solar-electric
sjeanty@scotfind.com,1,107,99,solar-electric
sjeanty@sonron.com,1,45,48,solar-electric
sjulia@openlane.com,1,46,112,solar-electric
sjurney@cancity.com,1,NULL,21,solar-electric
sjuvera@year-job.com,1,NULL,24,solar-electric
skiel@zoomit.com,1,44,204,solar-electric
skitzman@fasehatice.com,1,NULL,166,solar-electric
skitzman@finhigh.com,1,28,73,solar-electric
sklang@conecom.com,1,NULL,114,solar-electric
sklimek@golddex.com,1,25,41,wind
skorando@codehow.com,1,21,61,wind
slatzke@mathtouch.com,1,25,69,solar-electric
sleinenbach@plussunin.com,1,52,44,solar-electric
slinahan@toughzap.com,1,25,165,solar-electric
sliukko@stanredtax.com,1,NULL,18,solar-electric
sloder@kan-code.com,1,40,56,solar-electric
slukasik@finjob.com,1,33,107,wind
slungren@nam-zim.com,1,75,20,solar-electric
smaisto@sonron.com,1,25,89,solar-electric
smanno@sonron.com,1,NULL,82,solar-electric
smauson@funholding.com,1,115,141,solar-electric
smcrae@labdrill.com,1,25,57,solar-electric
smcrae@labdrill.com,2,NULL,69,solar-electric
smelnyk@isdom.com,1,NULL,37,solar-electric
smerced@plusstrip.com,1,25,64,solar-electric
smiro@konex.com,1,NULL,22,solar-electric
smonarrez@blackzim.com,1,NULL,38,solar-electric
smonarrez@rantouch.com,1,29,37,solar-electric
smorocco@isdom.com,1,30,43,solar-electric
snicka@bioholding.com,1,NULL,159,solar-electric
snicka@sunnamplex.com,1,97,72,solar-electric
snunlee@fasehatice.com,1,104,135,solar-electric
sogg@donware.com,1,NULL,93,wind
sohms@betatech.com,1,NULL,92,solar-electric
sohms@betatech.com,2,49,99,solar-electric
sperigo@goodsilron.com,1,32,130,solar-electric
spontoriero@konex.com,1,NULL,113,solar-electric
spontoriero@konex.com,2,39,115,solar-electric
spoullion@fasehatice.com,1,17,123,solar-electric
sragel@kinnamplus.com,1,24,19,solar-electric
sragel@kinnamplus.com,2,NULL,62,solar-electric
sreiber@green-plus.com,1,19,46,solar-electric
sreitler@bioholding.com,1,18,103,solar-electric
srentfro@fasehatice.com,1,17,78,solar-electric
srestrepo@bioplex.com,1,131,106,solar-electric
sriopelle@opentech.com,1,48,178,wind
srodefer@faxquote.com,1,NULL,62,solar-electric
ssaylors@j-texon.com,1,NULL,135,solar-electric
sscheyer@rangreen.com,1,16,23,solar-electric
sscheyer@stanredtax.com,1,50,62,solar-electric
sschieler@opentech.com,1,46,83,solar-electric
sschmaltz@ron-tech.com,1,31,93,solar-electric
sschmaltz@xx-holding.com,1,46,54,wind
sschnitzler@sonron.com,1,NULL,15,solar-electric
sseewald@isdom.com,1,40,41,solar-electric
sseewald@isdom.com,2,11,71,solar-electric
ssengbusch@yearin.com,1,NULL,85,solar-electric
ssilvestrini@sonron.com,1,35,34,wind
ssimilton@conecom.com,1,NULL,18,solar-electric
sslayton@opentech.com,1,11,39,solar-electric
sslusarski@bioholding.com,1,20,49,solar-electric
sspringe@donware.com,1,26,69,wind
sspringe@donware.com,2,31,43,solar-electric
sstem@rangreen.com,1,NULL,67,solar-electric
stimenez@dalttechnology.com,1,77,120,solar-electric
stjepkema@isdom.com,1,11,23,solar-electric
sturinetti@sumace.com,1,56,100,solar-electric
sturinetti@year-job.com,1,11,15,solar-electric
suyetake@plussunin.com,1,21,17,solar-electric
svanausdal@xx-holding.com,1,31,132,solar-electric
svarriano@dontechi.com,1,22,19,solar-electric
svarriano@dontechi.com,2,28,24,solar-electric
svocelka@zotware.com,1,NULL,22,solar-electric
svonasek@isdom.com,1,19,30,solar-electric
svonasek@plussunin.com,1,NULL,40,solar-electric
sweglarz@nam-zim.com,1,NULL,85,wind
swildfong@lexiqvolax.com,1,NULL,109,wind
syaw@stanredtax.com,1,28,78,solar-electric
syaw@stanredtax.com,2,18,108,solar-electric
tadkin@dambase.com,1,16,45,solar-electric
tahle@rangreen.com,1,14,88,solar-electric
tahle@rundofase.com,1,26,35,solar-electric
talbares@donquadtech.com,1,20,117,solar-electric
tarias@zencorporation.com,1,28,82,solar-electric
tauffrey@silis.com,1,NULL,136,solar-electric
tbatman@toughzap.com,1,20,93,wind
tberganza@bioplex.com,1,101,88,solar-electric
tberray@newex.com,1,18,41,solar-electric
tbevelacqua@iselectrics.com,1,81,103,solar-electric
tbilden@doncon.com,1,30,38,solar-electric
tbirkner@zoomit.com,1,NULL,118,solar-electric
tblunk@warephase.com,1,112,165,solar-electric
tbourbon@ron-tech.com,1,12,24,solar-electric
tbrachle@codehow.com,1,16,100,solar-electric
tbrachle@finhigh.com,1,111,155,wind
tbrachle@plusstrip.com,1,NULL,108,solar-electric
tbriddick@golddex.com,1,NULL,42,solar-electric
tbrucato@betasoloin.com,1,NULL,54,solar-electric
tbrucato@singletechno.com,1,23,47,solar-electric
tbubash@year-job.com,1,23,93,wind
tcaiafa@goodsilron.com,1,16,66,solar-electric
tcampain@inity.com,1,38,91,wind
tcandlish@dalttechnology.com,1,20,108,wind
tcaudy@conecom.com,1,72,147,solar-electric
tcetta@fasehatice.com,1,NULL,112,solar-electric
tchaffins@konex.com,1,42,100,solar-electric
tclaucherty@toughzap.com,1,19,74,wind
tcork@bioholding.com,1,NULL,133,solar-electric
tcrupi@xx-holding.com,1,44,91,solar-electric
tcrupi@xx-holding.com,2,NULL,80,solar-electric
tdegonia@zotware.com,1,14,62,solar-electric
tdelasancha@konex.com,1,11,76,solar-electric
tdevreese@plusstrip.com,1,NULL,119,solar-electric
tdhamer@mathtouch.com,1,88,122,solar-electric
tdhamer@ron-tech.com,1,12,72,wind
tdubaldi@green-plus.com,1,NULL,37,solar-electric
tdubaldi@green-plus.com,2,23,97,solar-electric
temard@zotware.com,1,16,78,solar-electric
temigh@faxquote.com,1,25,65,solar-electric
tennaco@dalttechnology.com,1,NULL,63,solar-electric
tfallick@xx-zobam.com,1,19,68,solar-electric
tfarrar@betasoloin.com,1,39,126,solar-electric
tfeichtner@goodsilron.com,1,25,56,solar-electric
tfelger@bioplex.com,1,NULL,43,solar-electric
tfigeroa@blackzim.com,1,NULL,50,solar-electric
tfillingim@ron-tech.com,1,13,53,solar-electric
tfillingim@yearin.com,1,39,105,wind
tflosi@fasehatice.com,1,15,83,solar-electric
tflosi@fasehatice.com,2,20,36,wind
tfrerking@sumace.com,1,34,102,solar-electric
tgalam@kinnamplus.com,1,10,107,solar-electric
tgehrett@nam-zim.com,1,15,62,solar-electric
tgellinger@blackzim.com,1,NULL,63,solar-electric
tgesick@green-plus.com,1,41,70,solar-electric
tgochal@gogozoom.com,1,15,70,solar-electric
tgwalthney@mathtouch.com,1,81,60,solar-electric
thalsey@konmatfix.com,1,NULL,73,wind
thalsey@y-corporation.com,1,NULL,142,solar-electric
tharnos@xx-holding.com,1,NULL,16,wind
thiatt@dalttechnology.com,1,18,68,solar-electric
thixenbaugh@plexzap.com,1,NULL,57,wind
thoffis@nam-zim.com,1,13,86,solar-electric
thoopengardner@silis.com,1,11,19,solar-electric
thoopengardner@silis.com,2,NULL,48,wind
thoopengardner@zumgoity.com,1,NULL,75,solar-electric
thudnall@finhigh.com,1,NULL,22,wind
thusser@condax.com,1,16,75,solar-electric
tjillson@kinnamplus.com,1,10,44,solar-electric
tjuvera@newex.com,1,16,43,solar-electric
tkarpin@finhigh.com,1,40,57,solar-electric
tkarpin@konex.com,1,54,118,solar-electric
tketelsen@goodsilron.com,1,11,18,solar-electric
tkiel@treequote.com,1,18,19,solar-electric
tkitty@betatech.com,1,81,38,solar-electric
tklusman@condax.com,1,48,22,solar-electric
tkorando@inity.com,1,14,37,solar-electric
tlabreche@blackzim.com,1,26,59,solar-electric
tlabreche@blackzim.com,2,38,46,solar-electric
tlabreche@rantouch.com,1,33,17,solar-electric
tlabreche@warephase.com,1,NULL,83,solar-electric
tlabreche@warephase.com,2,38,58,solar-electric
tlatzke@zoomit.com,1,36,75,solar-electric
tlinahan@sumace.com,1,41,58,solar-electric
tlipke@treequote.com,1,NULL,51,solar-electric
tlipke@treequote.com,2,14,96,solar-electric
tlungren@donquadtech.com,1,21,23,solar-electric
tlungren@sunnamplex.com,1,24,17,solar-electric
tmaile@zotware.com,1,16,108,solar-electric
tmaisto@zathunicon.com,1,89,29,solar-electric
tmelnyk@newex.com,1,NULL,49,solar-electric
tmenter@dalttechnology.com,1,24,160,solar-electric
tmugnolo@plusstrip.com,1,NULL,108,solar-electric
tmunis@betatech.com,1,NULL,124,wind
tnayar@statholdings.com,1,NULL,19,solar-electric
tneither@nam-zim.com,1,11,62,solar-electric
toldroyd@rantouch.com,1,32,62,solar-electric
tonofrio@rangreen.com,1,10,78,solar-electric
tonofrio@rangreen.com,2,13,40,wind
tpagliuca@conecom.com,1,45,73,solar-electric
tpalaspas@golddex.com,1,14,26,solar-electric
tpapasergi@zoomit.com,1,NULL,77,solar-electric
tparvis@scottech.com,1,37,40,solar-electric
tparvis@scottech.com,2,56,22,solar-electric
tpoullion@y-corporation.com,1,27,73,solar-electric
tpugh@xx-holding.com,1,16,77,solar-electric
tpugh@xx-holding.com,2,NULL,75,solar-electric
tradde@j-texon.com,1,21,41,solar-electric
tradde@j-texon.com,2,15,59,solar-electric
treiber@dontechi.com,1,NULL,59,solar-electric
treiber@inity.com,1,34,73,solar-electric
treiber@inity.com,2,NULL,98,wind
treiber@xx-holding.com,1,22,85,solar-electric
trestrepo@opentech.com,1,NULL,22,solar-electric
trhym@domzoom.com,1,NULL,57,solar-electric
trim@betatech.com,1,NULL,23,solar-electric
trim@green-plus.com,1,NULL,73,solar-electric
trim@kan-code.com,1,18,90,wind
trodeigues@yearin.com,1,NULL,40,solar-electric
trodenberger@hottechi.com,1,NULL,66,solar-electric
troyster@faxquote.com,1,22,94,solar-electric
troyster@stanredtax.com,1,12,17,solar-electric
troyster@stanredtax.com,2,NULL,111,solar-electric
tsahagun@kinnamplus.com,1,60,168,solar-electric
tsahagun@nam-zim.com,1,28,118,solar-electric
tschemmer@plexzap.com,1,26,66,wind
tsemidey@bioplex.com,1,19,62,solar-electric
tsengbusch@statholdings.com,1,11,89,solar-electric
tshealy@konmatfix.com,1,36,19,solar-electric
tshin@inity.com,1,42,65,solar-electric
tshinko@scotfind.com,1,11,31,solar-electric
tshinko@scotfind.com,2,10,63,solar-electric
tskulski@golddex.com,1,NULL,146,solar-electric
tskulski@openlane.com,1,17,37,solar-electric
tstenseth@conecom.com,1,26,103,solar-electric
tstorment@yearin.com,1,14,22,solar-electric
tsuell@finhigh.com,1,38,40,solar-electric
tsuell@xx-zobam.com,1,48,109,solar-electric
tsyrop@sunnamplex.com,1,NULL,77,solar-electric
tsyrop@sunnamplex.com,2,31,81,wind
ttegarden@toughzap.com,1,36,30,solar-electric
ttegarden@zencorporation.com,1,26,37,solar-electric
ttegarden@zencorporation.com,2,21,42,solar-electric
tthyberg@year-job.com,1,NULL,142,solar-electric
ttillotson@betasoloin.com,1,33,23,wind
ttoelkes@bioholding.com,1,10,19,solar-electric
ttolfree@golddex.com,1,28,126,solar-electric
ttolfree@mathtouch.com,1,36,81,solar-electric
ttolfree@yearin.com,1,NULL,127,solar-electric
ttomasulo@j-texon.com,1,10,36,wind
ttomasulo@j-texon.com,2,NULL,93,solar-electric
tupthegrove@blackzim.com,1,34,21,solar-electric
tvanheusen@funholding.com,1,20,41,wind
tvanheusen@j-texon.com,1,NULL,63,solar-electric
tvarriano@bioholding.com,1,NULL,80,solar-electric
tvarriano@hottechi.com,1,17,48,solar-electric
tvizarro@plussunin.com,1,NULL,84,solar-electric
tvonasek@dontechi.com,1,35,75,solar-electric
twaymire@hatfan.com,1,41,136,solar-electric
tweglarz@zathunicon.com,1,NULL,116,solar-electric
twesterbeck@toughzap.com,1,17,42,solar-electric
tyglesias@kinnamplus.com,1,23,90,solar-electric
vangalich@plexzap.com,1,15,35,solar-electric
vbartolet@donquadtech.com,1,NULL,15,wind
vbiddy@warephase.com,1,12,87,solar-electric
vbitsuie@funholding.com,1,32,72,solar-electric
vbourbon@labdrill.com,1,NULL,53,solar-electric
vbrossart@dontechi.com,1,NULL,25,wind
vbrossart@dontechi.com,2,NULL,127,solar-electric
vcampain@sumace.com,1,80,133,solar-electric
vcantres@year-job.com,1,NULL,24,solar-electric
vcantres@yearin.com,1,32,41,solar-electric
vcantres@yearin.com,2,NULL,21,solar-electric
vcantres@yearin.com,3,NULL,93,solar-electric
vcoody@warephase.com,1,30,83,solar-electric
vcookey@gogozoom.com,1,18,60,wind
vcorrington@ganjaflex.com,1,64,126,solar-electric
vcraghead@golddex.com,1,62,85,solar-electric
vcronauer@green-plus.com,1,29,22,solar-electric
vcrupi@lexiqvolax.com,1,55,118,solar-electric
vdeleo@fasehatice.com,1,NULL,24,wind
vfarrow@mathtouch.com,1,NULL,68,solar-electric
vfortino@bioplex.com,1,15,22,solar-electric
vgato@golddex.com,1,13,21,solar-electric
vgehrett@betasoloin.com,1,19,43,solar-electric
vgesick@groovestreet.com,1,NULL,95,solar-electric
vgoldammer@isdom.com,1,11,100,solar-electric
vgrenet@cancity.com,1,12,232,solar-electric
vhalter@mathtouch.com,1,NULL,35,solar-electric
vhamilton@dambase.com,1,15,23,solar-electric
vhengel@konex.com,1,38,49,solar-electric
vhengel@toughzap.com,1,33,19,solar-electric
vhirpara@yearin.com,1,51,154,wind
vhochard@statholdings.com,1,31,141,solar-electric
vhoogland@scottech.com,1,79,60,wind
vinouye@zencorporation.com,1,18,29,wind
vinouye@zoomit.com,1,NULL,58,wind
vjurney@ganjaflex.com,1,10,68,solar-electric
vjurney@ganjaflex.com,2,NULL,96,solar-electric
vjuvera@condax.com,1,NULL,91,solar-electric
vkeener@sumace.com,1,NULL,92,solar-electric
vkeneipp@kan-code.com,1,43,40,solar-electric
vkitzman@plusstrip.com,1,28,57,solar-electric
vkitzman@plusstrip.com,2,42,133,solar-electric
vkohl@plussunin.com,1,18,121,solar-electric
vkorando@rangreen.com,1,NULL,116,solar-electric
vlapage@dalttechnology.com,1,13,49,solar-electric
vlary@rundofase.com,1,NULL,32,solar-electric
vmastella@singletechno.com,1,24,20,solar-electric
vmastella@singletechno.com,2,NULL,80,solar-electric
vmaybury@faxquote.com,1,NULL,65,solar-electric
vmaynerich@domzoom.com,1,53,114,solar-electric
vmccullan@konmatfix.com,1,10,115,solar-electric
vmeteer@donware.com,1,88,142,solar-electric
vmunis@statholdings.com,1,NULL,91,wind
vmunis@statholdings.com,2,16,100,wind
vmunis@zathunicon.com,1,NULL,61,solar-electric
vostolaza@dontechi.com,1,17,88,solar-electric
vostolaza@scottech.com,1,NULL,73,solar-electric
vpadilla@sumace.com,1,19,24,solar-electric
vpedrozo@scottech.com,1,46,93,solar-electric
vperin@kan-code.com,1,36,133,solar-electric
vrhoden@warephase.com,1,NULL,44,solar-electric
vrim@finjob.com,1,39,98,solar-electric
vsama@statholdings.com,1,21,107,solar-electric
vshields@lexiqvolax.com,1,17,29,solar-electric
vshields@lexiqvolax.com,2,27,95,solar-electric
vstimmel@betatech.com,1,NULL,125,solar-electric
vstimmel@betatech.com,2,36,55,solar-electric
vstockham@hottechi.com,1,11,127,solar-electric
vstockham@y-corporation.com,1,30,188,solar-electric
vstorment@donquadtech.com,1,11,74,solar-electric
vstuer@dambase.com,1,24,75,wind
vstuer@dambase.com,2,14,87,solar-electric
vstuer@dambase.com,3,NULL,53,solar-electric
vsweigard@betatech.com,1,22,104,solar-electric
vvizarro@hatfan.com,1,NULL,168,solar-electric
vweglarz@cancity.com,1,NULL,217,wind
vweirather@konex.com,1,83,206,solar-electric
vyaw@cancity.com,1,12,26,solar-electric
wauffrey@sumace.com,1,41,60,solar-electric
wberganza@stanredtax.com,1,42,54,solar-electric
wberray@j-texon.com,1,47,62,solar-electric
wbookamer@inity.com,1,48,68,solar-electric
wbowley@scottech.com,1,42,149,solar-electric
wbrachle@groovestreet.com,1,30,16,solar-electric
wbutzen@domzoom.com,1,16,40,solar-electric
wbuzick@isdom.com,1,68,104,solar-electric
wbuzick@y-corporation.com,1,52,23,solar-electric
wcorrio@kan-code.com,1,23,22,solar-electric
wcorrio@kan-code.com,2,20,23,solar-electric
wdickerson@faxquote.com,1,54,29,solar-electric
wdubaldi@golddex.com,1,23,38,solar-electric
wehmann@xx-zobam.com,1,NULL,63,solar-electric
wemigh@mathtouch.com,1,29,76,solar-electric
wfelger@condax.com,1,NULL,85,solar-electric
wferencz@openlane.com,1,32,48,solar-electric
wgiguere@nam-zim.com,1,48,211,solar-electric
wgoldammer@zotware.com,1,NULL,19,solar-electric
whoopengardner@donquadtech.com,1,16,140,solar-electric
whudnall@hatfan.com,1,NULL,53,wind
wkalafatis@bioholding.com,1,NULL,29,solar-electric
wkampa@stanredtax.com,1,16,71,solar-electric
wkampa@stanredtax.com,2,27,146,solar-electric
wkampa@stanredtax.com,3,NULL,27,solar-electric
wkoppinger@ontomedia.com,1,NULL,18,solar-electric
wkoppinger@rantouch.com,1,12,90,solar-electric
wkownacki@treequote.com,1,NULL,147,solar-electric
wlueckenbach@labdrill.com,1,11,87,solar-electric
wmartabano@green-plus.com,1,21,15,solar-electric
wmaybury@fasehatice.com,1,27,115,wind
wmcnease@toughzap.com,1,51,72,solar-electric
wmiro@bioplex.com,1,NULL,196,solar-electric
wmodzelewski@blackzim.com,1,16,15,solar-electric
wmondella@rangreen.com,1,25,67,solar-electric
wmontezuma@zotware.com,1,NULL,134,solar-electric
wmotley@opentech.com,1,NULL,28,solar-electric
wmotley@opentech.com,2,26,22,solar-electric
wnabours@fasehatice.com,1,13,92,wind
wnabours@nam-zim.com,1,NULL,67,solar-electric
wnestle@fasehatice.com,1,NULL,59,solar-electric
wpapasergi@finjob.com,1,15,57,solar-electric
wpawlowicz@rantouch.com,1,28,24,solar-electric
wpinilla@toughzap.com,1,17,48,solar-electric
wpolidori@sunnamplex.com,1,15,120,solar-electric
wraymo@sonron.com,1,17,101,solar-electric
wschieler@kinnamplus.com,1,45,46,solar-electric
wskursky@toughzap.com,1,NULL,17,solar-electric
wstockham@finhigh.com,1,25,24,solar-electric
wtheodorov@zoomit.com,1,33,109,solar-electric
wtreston@cancity.com,1,10,45,solar-electric
wtreston@cancity.com,2,NULL,18,solar-electric
wweglarz@conecom.com,1,NULL,75,solar-electric
xbaltimore@ganjaflex.com,1,NULL,119,solar-electric
xbiddy@domzoom.com,1,NULL,160,solar-electric
xcanlas@blackzim.com,1,NULL,71,solar-electric
xmauson@xx-zobam.com,1,25,214,solar-electric
xmeinerding@konex.com,1,20,17,solar-electric
xmondella@green-plus.com,1,33,24,solar-electric
xstuer@y-corporation.com,1,35,93,solar-electric
xstuer@y-corporation.com,2,13,47,solar-electric
ybevelacqua@dontechi.com,1,68,59,solar-electric
ybruschke@konmatfix.com,1,NULL,85,wind
ycoody@faxquote.com,1,29,53,solar-electric
ycrupi@statholdings.com,1,38,60,solar-electric
ycrupi@statholdings.com,2,54,22,solar-electric
yfarrow@inity.com,1,15,67,solar-electric
yferencz@bioholding.com,1,25,76,solar-electric
yferencz@kinnamplus.com,1,30,90,solar-electric
ygibes@codehow.com,1,44,43,solar-electric
yglick@rundofase.com,1,NULL,44,solar-electric
yhamilton@newex.com,1,14,15,solar-electric
ykardas@groovestreet.com,1,45,105,solar-electric
ykitty@domzoom.com,1,11,35,solar-electric
ykitty@domzoom.com,2,NULL,77,solar-electric
ykusko@betasoloin.com,1,25,111,solar-electric
ykusko@betasoloin.com,2,NULL,101,solar-electric
ylipkin@rantouch.com,1,NULL,161,solar-electric
ymotley@domzoom.com,1,58,34,solar-electric
ymyricks@golddex.com,1,NULL,88,solar-electric
ynestle@conecom.com,1,15,69,solar-electric
ypapasergi@sonron.com,1,36,16,solar-electric
yperigo@xx-zobam.com,1,NULL,88,wind
yroyster@singletechno.com,1,120,116,solar-electric
yrulapaugh@konmatfix.com,1,49,98,wind
ysuell@dambase.com,1,131,104,solar-electric
ywalthall@hottechi.com,1,NULL,62,solar-electric
ywalthall@zathunicon.com,1,46,127,solar-electric
yweirather@newex.com,1,34,57,solar-electric
yweirather@newex.com,2,32,16,solar-electric
yyum@golddex.com,1,29,17,solar-electric
zbutt@hottechi.com,1,33,41,solar-electric
zrodeigues@scottech.com,1,15,37,solar-electric
zvanausdal@kan-code.com,1,NULL,66,solar-electric
